name,price,price_text,old,old_text,discount,shipping,rating,points,img,url
Nestle Golden Morn Grainsmart 600g x10,"{'min': 26495, 'max': None}","₦ 26,495","{'min': 33894, 'max': None}","₦ 33,894",22,,"{'no': None, 'out': 5}",46.00927061709756,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/4801812/1.jpg?6740,https://www.jumia.com.ng/nestle-golden-morn-grainsmart-600g-x10-218108416.html
SMA Gold Follow On Tin 900g,"{'min': 27000, 'max': None}","₦ 27,000","{'min': None, 'max': None}",,0,,"{'no': 3, 'out': 5}",45.14872685185185,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/526178/1.jpg?7544,https://www.jumia.com.ng/sma-gold-follow-on-tin-900g-87162572.html
Nestle Milo RTD Paper 180ml x12,"{'min': 5340, 'max': None}","₦ 5,340","{'min': 5741, 'max': None}","₦ 5,741",7,,"{'no': 4, 'out': 5}",43.80583718933053,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/5964201/1.jpg?0400,https://www.jumia.com.ng/nestle-milo-rtd-paper-180ml-x12-102469517.html
SMA First Infant Milk - From Birth 900g,"{'min': 28405, 'max': None}","₦ 28,405","{'min': None, 'max': None}",,0,,"{'no': 4, 'out': 5}",42.91552983629643,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/5205201/1.jpg?0073,https://www.jumia.com.ng/sma-first-infant-milk-from-birth-900g-102502522.html
Nestle Cerelac Wheat & Maize Care 2 Junior 50g x 80,"{'min': 31530, 'max': None}","₦ 31,530","{'min': None, 'max': None}",,0,,"{'no': 4, 'out': 5}",38.662087694259434,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/0994201/1.jpg?2217,https://www.jumia.com.ng/nestle-cerelac-wheat-maize-care-2-junior-50g-x-80-102499004.html
Nestle Maggi Chicken Flavor 24(60x10g),"{'min': 3795, 'max': None}","₦ 3,795","{'min': 4855, 'max': None}","₦ 4,855",22,,"{'no': 4, 'out': 5}",31.131676429496135,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/526178/1.jpg?7493,https://www.jumia.com.ng/nestle-maggi-chicken-flavor-2460x10g-87162566.html
Nescafe 3 in 1 original 1kg x 1,"{'min': 3605, 'max': None}","₦ 3,605","{'min': 4612, 'max': None}","₦ 4,612",22,,"{'no': 4, 'out': 5}",29.573041772946922,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/5614042/3.jpg?6043,https://www.jumia.com.ng/nescafe-3-in-1-original-1kg-x-1-240416531.html
Milo 3 in 1 30g x 10,"{'min': 3500, 'max': None}","₦ 3,500","{'min': 3763, 'max': None}","₦ 3,763",7,,"{'no': 4, 'out': 5}",28.711691041696042,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/5929132/1.jpg?8012,https://www.jumia.com.ng/milo-3-in-1-30g-x-10-231929553.html
Nestle Coffee Mate 500g,"{'min': 3430, 'max': None}","₦ 3,430","{'min': 4388, 'max': None}","₦ 4,388",22,,"{'no': 4, 'out': 5}",28.13745722086212,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/5614042/1.jpg?7112,https://www.jumia.com.ng/nestle-coffee-mate-500g-240416533.html
Nestle Activ-Go Sachet  N2 NG 400g,"{'min': 3400, 'max': None}","₦ 3,400","{'min': 3655, 'max': None}","₦ 3,655",7,,"{'no': 4, 'out': 5}",27.891357011933298,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/816178/1.jpg?2328,https://www.jumia.com.ng/nestle-activ-go-sachet-n2-ng-400g-87161831.html
Nestle Maggi Chicken Seasoning Powder 100g x10,"{'min': 2900, 'max': None}","₦ 2,900","{'min': 3710, 'max': None}","₦ 3,710",22,,"{'no': 4, 'out': 5}",23.789686863119577,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/5964201/1.jpg?8599,https://www.jumia.com.ng/nestle-maggi-chicken-seasoning-powder-100g-x10-102469586.html
Milo Sachet 20g X10,"{'min': 2467, 'max': None}","₦ 2,467","{'min': None, 'max': None}",,0,,"{'no': 5, 'out': 5}",20.237640514246895,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/6567963/1.jpg?6811,https://www.jumia.com.ng/milo-sachet-20g-x10-369765601.html
Nestle Maggi Crayfish Tablet Fort Seasoning Powder 24(60x10g),"{'min': 2325, 'max': None}","₦ 2,325","{'min': 2974, 'max': None}","₦ 2,974",22,,"{'no': 4, 'out': 5}",19.0727661919838,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/526178/1.jpg?9147,https://www.jumia.com.ng/nestle-maggi-crayfish-tablet-fort-seasoning-powder-2460x10g-87162588.html
Nescafe Nescafe Classic Tin 50g,"{'min': 1645, 'max': None}","₦ 1,645","{'min': 2104, 'max': None}","₦ 2,104",22,,"{'no': 4, 'out': 5}",13.49449478959714,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/0656352/1.jpg?9534,https://www.jumia.com.ng/nescafe-nescafe-classic-tin-50g-253656028.html
Nestle Maggi Cube 20(100 x 4g),"{'min': 1345, 'max': None}","₦ 1,345","{'min': 1721, 'max': None}","₦ 1,721",22,,"{'no': 4, 'out': 5}",11.033492700308907,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/226178/1.jpg?5581,https://www.jumia.com.ng/nestle-maggi-cube-20100-x-4g-87162214.html
